signatur;datum;datum_normiert;datum_unsicher;jahr;orte;orte_unsicher;regest;personen;personen_id;personen_unsicher;kategorien;unsicherheit_anmerkung;foto_ordner
StaAKr-0024;1349 I 6;1349_01_06;nein;1349;Stratzing bei Krems;nein;1349 I 6 Heinrich in dem Winkel zu Stratzing und sein Weib Katharina beurkunden, daß ihnen Herr Thoman auf unserer Frauen - Berge und Herr Ulrich, der Swaebel, derzeit Ratsherrn und Oberste Spitalmeister zu Krems einen Weingarten zu Stratzing zu Burgrecht um den jährlichen Dienst von neun Schilling Pf. überlassen haben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Heinrich Winkel|Katharina Winkel|Thoman Frauenberg|Ulrich Swaebel;heinrich_winkel|katharina_winkel|thoman_frauenberg|ulrich_swaebel;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0024
StAKr-UrkKr-0025;1349 VIII 28;1349_08_28;nein;1349;Neulengbach;nein;1349 VIII 28, Neulengbach ( ze Lengbach ) Herzog Albrecht [II.] von Österreich bestimmt ( wellen ), dass die ungerechtfertigte Maut und Abgaben ( mautt und zins ) an der Brücke über den Kamp ( Champpe ), die man die Lange Brücke ( Langpru?k ) nennt, wie sie bisher eingehoben wurden, fortan nicht mehr eingenommen werden dürfen und niemand mehr Maut zahlen oder dazu gezwungen werden darf, nachdem die Bürger von Krems ( Chrems ) beweisen konnten, dass die Einnahme nicht rechtmäßig ist, nachdem diese nur für Reparaturarbeiten ( pezzerung ) an der Brücke gedacht war. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Albrecht II.;albrecht_ii;nein;Rechtswesen|Stadt und Raum|Vermögen und Finanzen|Wirtschaft;;StAKr-UrkKr-0025
StaAKr-0026;1349 IX 29;1349_09_29;nein;1349;;nein;1349 IX 29 Abel der Krammer, Ekklin Eidam und seien Hausfrau Katharina stiften eine jährliche Gült von vier St. Wachs zur Beleuchtung des St. Peters- Altares von einem Weingarten auf dem Chotmansperig. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Abel Krammer|Ekklin Eidam|Katharina Eidam;abel_krammer|ekklin_eidam|katharina_eidam;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0026
StaAKr-Hollenburg-0001;1350;1350_00_00;ja;1350;;nein;noch kein Regest vorhanden;;;ja;;Datierung unsicher: Nur Jahresangabe im Quellentext überliefert, kein exaktes Tages-/Monatsdatum.;StaAKr-Hollenburg-0001
StaAKr-0027;1350 XI 11;1350_11_11;nein;1350;;nein;1350 XI 11 Heinrich der Krautwurm herzoglicher Schlüssler zu Krems überlässt als oberster Spitalmeister von Krems 3 Viertel Weingärten gelegen in der Olerinn dem Rapot von Rohrndorf und seiner Tochter Margaretha auf Lebenszeit zu Burgrecht um 3 Schilling Pfen. die jährlich zu St. Martin an das Spital zu entrichten sind. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Heinrich Krautwurm|Rapot von Rohrndorf|Margaretha von Rohrndorf;heinrich_krautwurm|rapot_von_rohrndorf|margaretha_von_rohrndorf;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0027
StaAKr-0028;1352 XI 29;1352_11_29;nein;1352;Krems;nein;1352 XI 29 Heinrich der Krautwurm herzoglicher Schlüssler zu Krems überlässt als oberster Spitalmeister ein halbes Joch Weingarten, gelegen an dem Aufeneck, dem Heinrich dem Payer und seine Erben zu Burgrecht (Grundrecht) gegen einen Dienst von 32. Pfen, die jährlich am St. Kolomannstag an das Spital zu zahlen sind. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Heinrich Krautwurm|Heinrich Payer;heinrich_krautwurm|heinrich_payer;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0028
StaAKr-0029;1355 IV 22;1355_04_22;nein;1355;Osterhofen|Wallsee;nein;1355 IV 22 Herzog Albrecht II. befiehlt dem Reinprecht von Wallsee, im Hofe des Klosters Osterhofen zu Krems das Bierbrauen zu verbieten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Albrecht II.|Reinprecht von Wallsee;albrecht_ii|reinprecht_von_wallsee_1355;nein;Religion|Verwaltung|Wirtschaft;;StaAKr-0029
StaAKr-0030;1356 III 6;1356_03_06;nein;1356;Weitra;nein;1356 III 6 Nikolaus von Weitra, Judenrichter zu Krems und Katharina seine Hausfrau verkaufen Heinrich dem Krautwurm, herzoglichen Schlüssler zu Krems 8 Pfund Pfen. Burgrechtsgülden gelegen auf verschiedenen Häusern und Grundstücken in und um Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Nikolaus von Weitra|Katharina von Weitra|Heinrich Krautwurm;nikolaus_von_weitra|katharina_von_weitra|heinrich_krautwurm;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0030
StaAKr-0031;1356 XI 30;1356_11_30;nein;1356;Ybbs an der Donau|Passau|Gneixendorf;nein;1356 XI 30 Simon,Richter und Mautner zu Ybbs, Gundacker und Urban von Passau sowie Heinrich und Steffan, Söhne Ulrich des Gundackers beurkunden, daß ihr verstorbener Vater dem Spital zu Krems einen Hof zu Gneixendorf und einen Weingarten auf dem Lintperg vermacht hat, und daß diese Güter von ihnen dem obersten Spitalmeister Heinrich dem Krautwurm übergeben wurden. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Simon Gundacker|Urban von Passau|Heinrich Gundacker|Steffan Gundacker|Ulrich Gundacker|Heinrich Krautwurm;simon_gundacker|urban_von_passau|heinrich_gundacker|steffan_gundacker|ulrich_gundacker|heinrich_krautwurm;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0031
StAK-UrkSt-0001;1358 XI 30;1358_11_30;nein;1358;Stein;nein;Herzog Rudolf [IV.] von Österreich erteilt den Bürgern von Stein (Stain) aufgrund ihrer Bedürfnisse die Gnade (die gnad getan), die Wagenmaut in Stein künftig selbst einnehmen zu dürfen, um sie zum Wohle der Stadt zu verwenden. Er befiehlt (wellen), dass der Burggraf von Krems und Stein sie daran nicht hindern darf, bis der Aussteller es widerruft (widerschaffen).Siegler: der Aussteller.;Rudolf IV.;rudolf_iv;nein;Politik|Wirtschaft;;StAK-UrkSt-0001
StAK-UrkKr-0032;1359 IV 11;1359_04_11;nein;1359;Krems;nein;1359 IV 11, Krems ( ze Krems ) Herzog Rudolf [IV.] von Österreich genehmigt ( die gnad getan haben und tu?n ) in seinem Namen sowie in denen seiner Brüder, den Herzögen Friedrich [III.] , Albrecht [III.] und Leopold [III.] , aus kaiserlicher Macht, die ihm aus dem Reich im Land Österreich zuteil wurde, den Bürgern der Stadt Krems ( Krems ), in der Stadt jährlich am St.-Jakobs-Tag bzw. eine Woche davor oder danach einen Jahrmarkt abzuhalten, mit allen Rechten und Freiheiten, wie sie andere Jahrmärkte im Land Österreich haben. Er befiehlt ( gebieten ) allen Untertanen, die mit dieser Urkunde verliehenen Gnaden nicht zu missachten. Wer diese aber beachtet, steht in der Anerkennung ( huld und gnad ) des Ausstellers. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Rudolf IV.|Friedrich Habsburg|Albrecht III.|Leopold III.;rudolf_iv|friedrich_iii_1347|albrecht_iii|leopold_iii;nein;Politik|Rechtswesen|Wirtschaft;;StAK-UrkKr-0032
StAK-UrkSt-0003;1359 VII 3;1359_07_03;nein;1359;Krems|Stein;nein;Herzog Rudolf [IV.] von Österreich befiehlt (gebieten ... und wellen) dem Burggrafen von Krems (Khrembs), in seinem Namen zu verordnen, dass in der Stadt Stein (Stain) niemand Wein ausschenken oder eine ähnliche Tätigkeit (arbait) ausüben darf, sofern er nicht die Steuern der Stadt mitträgt und Wach- und andere Dienste versieht, die üblich sind (gewenlich da ze leiden sind). Er befiehlt (mainen), dass die Bürger von Stein die entsprechenden Bestimmungen der Urkunden (brief) seines Vaters, Herzog Albrecht [II.], und von ihm selbst einzuhalten. Wer gegen diese handelt, handelt gegen den Aussteller selbst.Siegler: der Aussteller.;Rudolf IV.|Albrecht II.;rudolf_iv|albrecht_ii;nein;Vermögen und Finanzen|Verwaltung|Wirtschaft;;StAK-UrkSt-0003
StaAKr-0033;1359 XII 6;1359_12_06;nein;1359;Krems;nein;1359 XII 6 Jans von Stein, Ulrichs des Maltzchasten Eidam und seine Hausfrau Anna schulden dem Paul Chrautwurm und seinem Bruder Peter 100 Pfund Pfen. und geben ihm dafür zum Pfande einen Weingarten und setzen die Tilgung fest. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Jans von Stein|Ulrich Maltzchast|Anna von Stein|Paul Krautwurm|Peter Krautwurm;jans_von_stein|ulrich_maltzchast|anna_von_stein|paul_krautwurm|peter_krautwurm;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0033
StaAKr-0034;1359 XII 21;1359_12_21;nein;1359;Krems;nein;1359 XII 21 Jans von Stein, Ulrichs des Maltzchasten Eidam erneuert mit Paul dem Chrautwurm und seinem Bruder den Vertrag über einen Weingarten wegen Burchrechtsangelegenheiten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Jans von Stein|Ulrich Maltzchast|Paul Krautwurm;jans_von_stein|ulrich_maltzchast|paul_krautwurm;nein;Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0034
StaAKr-0036;1360 VII 20;1360_07_20;nein;1360;Wien;nein;1360 VII 20, Wien Privilegium Herzg Rudolf IV. betreffend die Ausfertigung von Urkunden über Immobilgeschäfte durch den Rat beider Städte. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Rudolf IV.;rudolf_iv;nein;Rechtswesen|Vermögen und Finanzen|Verwaltung;;StaAKr-0036
StaAKr-0035;1360 VIII 20;1360_08_20;nein;1360;Wien;nein;1360 VIII 20, Wien Privilegium Herzg Rudolf IV. betreffend die Ablösung der Burgrechte. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Rudolf IV.;rudolf_iv;nein;Politik|Rechtswesen|Vermögen und Finanzen;;StaAKr-0035
StaAKr-0037;1361 II 21;1361_02_21;nein;1361;Krems;nein;1361 II 21 Jans, des Maltzchasten Eidam von Stein und seinen Hausfrau schulden Paul dem Chrautwurm. herzogl. Schlüßler zu Krems 32 Pfund. Pfen. und verpfänden einen Weingarten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Jans von Stein|Paul Krautwurm;jans_von_stein|paul_krautwurm;nein;Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0037
StaAKr-0038;1363 VIII 10;1363_08_10;nein;1363;Weitra;nein;1363 VIII 10 Nikolaus von Weitra, Oberster Spitalmeister zu Krems verkauft eine dem Spital gehörige Gaststätte in Stein an der Mautstatt an Heinrich den Nothöpf um eine jährliche Rente von 3 Schilling Pfen., welche die Besitzer an das Spital zu entrichten hatten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Nikolaus von Weitra|Heinrich Nothöpf;nikolaus_von_weitra|heinrich_nothoepf;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0038
StaAKr-0039;1366 I 6;1366_01_06;nein;1366;Schlickendorf, Krems|Weitra;nein;1366 I 6 Konrad Drämel und Wernhard Han, sein Eidam, beide von Schlickendorf verkaufen 5 Schillinge Pfen. Burgrechtsrenten auf ihrem Lehen zu Schlickendorf um 5 Pfund Pfen. Dem Nikolaus von Weitra, Judenrichter und Spitalmeister zu Krems für das Kremser Spital.Die Rente soll ablösbar sein. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Konrad Drämel|Wernhard Han|Nikolaus von Weitra;konrad_draemel|wernhard_han|nikolaus_von_weitra;nein;Soziales Leben|Vermögen und Finanzen;;StaAKr-0039
StaAKr-0040;1366 VI 15;1366_06_15;nein;1366;Krems;nein;1366 VI 15, Krems Richter und Rat von Krems und Stein beurkunden, daß Anna die Tochter Ulrichs des Malnchasten und Gattin Jans des Aeblein vor dem Rate ihren Weingarten für eine verfallene Schuld von 250 Pfund. Pfen. dem Paul Krautwurmm Schlüßler zu Krems zu Sigen überlassen hat. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Anna Maltzchast|Ulrich Maltzchast|Jan der Aeblein|Paul Krautwurm;anna_maltzchast|ulrich_maltzchast|jan_der_aeblein|paul_krautwurm;nein;Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0040
StaAKr-0041;1366 IX 29;1366_09_29;nein;1366;Krems;nein;1366 IX 29 Friedrich der Dünswert, Bürger zu Krems und sein Weib beurkunden, daß sie von ihrem Haus in der Lederergasse zu Krems jährlich 1/2 Pfund Pfen. Burgrecht an Stelle der Söhne Heinrichs des Bäcker zu Krems nach ihrer Großmutter, Diemuet der Wolfhartin Wunsche an das Spital zu zahlen haben, unter welcher Bedigung das Haus von den 3 Brüdern an sie verkauft wurde. Die Rente sollte jedch ablösbar sein. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich Dunswert|Heinrich Bäcker|Diemuet Wolfhart;friedrich_dunswert|heinrich_baecker|diemuet_wolfhart;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0041
StaAKr-0042;1366 XI 11;1366_11_11;nein;1366;Krems;nein;1366 XI 11 Jans Hagen, des Malschasten Eidam, seine Hausfrau Anna und sein Sohn Gregor, Kaplan im Förthof verkaufen einen Weingarten an Paul den Krautwurm, Schlüßler und Ratsherr zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Jans Hagen|Anna Hagen|Gregor Hagen|Paul Krautwurm|Maltzchast;jans_hagen|anna_hagen|gregor_hagen|paul_krautwurm|maltzchast_1366;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0042
StAK-UrkKr-0043;1371 I 10;1371_01_10;nein;1371;Wien;nein;1371 I 10, Wien ( ze Wienn ) Herzog Albrecht [III.] von Österreich befiehlt ( enbotten haben ) Richter, Rat und der gesamten Bürgerschaft der Städte Krems und Stein ( ze Krems und ze Stain ), dem Kaiser [ Karl IV. ] und dessen Tochter [ Elisabeth ], der Ehefrau des Ausstellers, schriftlich den Huldigungseid zu leisten ( sweret, gewertig zu sein ), und zwar nach dem dieser Urkunde angeschlossenen Formular ( sag ) aller Eidschreiben ( briefe ), die diese diesbezüglich vom Aussteller und dessen Bruder, dem Herzog Leopold [III.] erhalten haben. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Albrecht III.|Karl IV.|Elisabeth|Leopold III.;albrecht_iii|karl_iv|elisabeth_1371|leopold_iii;nein;Politik|Verwaltung;;StAK-UrkKr-0043
StaAKr-0044;1372 VIII 03;1372_08_03;nein;1372;Krems;nein;1372 VIII 03 Heinrich der Dürrenhofer, Bürger und Ratsherr zu Krems einerseits und Jungfrau Katharina, Ortolfs des Sälden ?Tochter von Krems sowie ihr Pfleger und Verweser Niklas der Reinberger, Bürger zu Stein andererseits, welche mit einander Erbschaftsstreit haben, wobei sie bereits bis zum Landmarschall gegangen, verpflichten sich unter großer Geldstrafe, dem Schiedsspruch des Richters und Rates beider Städte sowie des Burggrafen von Krems, welchen der Landmarshall die Streitschlichtung übertragen, Folge zu leisten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Heinrich Dürrenhofer|Katharina Sälde|Ortolf Sälde|Niklas Reinberger;heinrich_duerrenhofer|katharina_saelde|ortolf_saelde|niklas_reinberger;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0044
StaAKr-0045;1373 VIII 10;1373_08_10;nein;1373;Krems;nein;1373 VIII 10 Leopold, des seligen Niklas des Sattlers Schwiegersohn, der ob schwerer Freveltat gefangen ward, verpflichtet sich für seine Freilassung eidlich, dass Landgerichtsgebiet von Krems und Stein so solang zu meiden, bis der Rat bis der die Rückkehr gestattet. Im entgegengesetzten Falle sei er beider Augen verlustig. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Leopold|Niklas Sattler;leopold_1373|niklas_sattler;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen;;StaAKr-0045
StaAKr-0046;1374 V 25;1374_05_25;nein;1374;Krems;nein;1374 V 25 Nikolaus Günther von Weinzierl, der für ein Verbrechen mit dem Tod bestraft werden sollte, schwört den beiden Städten Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Nikolaus Günther;niklas_guenther;nein;Rechtswesen;;StaAKr-0046
StaAKr-0047;1374 V 31;1374_05_31;nein;1374;Rehberg bei Krems;nein;1374 V 31 Ott, Hofmeister des Fürstenzellerhofes in dem Dörflein innerhalb Rehbergs und andere Männer leisten für Niklas Günther Bürgschaft falls dieser die Bürger von Krems und Stein schädigt und seiner nicht habhaft werden. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hofmeister Ott|Niklas Günther;hofmeister_ott|niklas_guenther;nein;Rechtswesen;;StaAKr-0047
StaAKr-0048;1376 III 12;1376_03_12;nein;1376;Krems;nein;1376 III 12 Heinrich der Paeshefen, Bürger zu Krems, der wegen seines Stiefvaters Ulrichs des Gräßleins beiden Städten Unrecht zugefügt, gefangen genommen wurde und bestraft werden sollte, schwört Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Heinrich Paeshefen|Ulrich Gräßlein;heinrich_paeshefen|ulrich_graesslein;nein;Rechtswesen;;StaAKr-0048
StaAKr-0049;1377 V 25;1377_05_25;nein;1377;Krems;nein;1377 V 25 Marchart der Treperger, Pfarrer zu Krems und der Rat beider Städte verfügen, daß Spital zu Krems, dem Priester der St. Magdalenenkapelle daselbst welcher die zum Lebensunterhalte nicht mehr ausreichenden Güter seiner Pfründe dem Spital übergeben, jährlich 12 Pfund Pfen. zahlen solle, wofür dieser dann an 3 Tagen der Woche ind der Spitalkapelle Messe lesen muß. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Marchart Treperger;marchart_treperger;nein;Religion|Soziales Leben|Vermögen und Finanzen;;StaAKr-0049
StaAKr-0050;1378 XII 6;1378_12_06;nein;1378;;nein;1378 XII 6 Der Rat und die Bürger von Krems und Stein beurkunden, daß die Erben nach Symon von Pyela, der dem Spital zu Krems 2 Pfund Pfen. Renten hinterlassen, diese Summe derart anlegten, daß jährlich 6 Schilling von einem Hause auf dem Neusiedl in Stein zu dienen sind und für die 10 Schillinge das Spital als Eigenbesitz eine Wechselbank und ein Gewölbe auf dem Hohen Markte erhielt.Um dieses Geld musste der Spitameister jeden Aschermittwoch den Siechen eine Tonne Häringe kaufen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Symon von Pyela;symon_von_pyela;nein;Gesundheit|Soziales Leben|Vermögen und Finanzen;;StaAKr-0050
StAK-UrkKr-0051;1378 XII 20;1378_12_20;nein;1378;Wien|Göttweig;nein;"1378 XII 20, Wien (ze Wienn) Herzog Albrecht [III.] von Österreich entscheidet (sprechen) im Streit (chrieg un[d] sto?zz) zwischen dem erb(er)n geistlichen lieb(e)n ande?chtigen (Abt und Konvent von Stift Göttweig) und der gesamten Bürgerschaft der beiden Städte Kotweig) und der gesamten Bürgerschaft der beiden Städte Krems (Stein (ze Krems un[d] ze Stain) gegenüber dem Schlüsselhof (Slu?zzelhof) in Krems nach der von ains werdes weg[e]n) gegenüber dem Schlüsselhof (Slu?zzelhof) in Krems nach der Nawfart, der Doppelstadt überlassen hat, und zwar bis zur Göttweiger Insel (uncz an des a?pts werd), dass diese Streitigkeiten fortan von beiden Seiten beigelegt werden sollen. Er entscheidet (Rudolf [IV.]) weiters, dass Abt und Konvent von Göttweig jene Hälfte der Insel, die der Länge nach an ihre eigene Insel grenzt, behalten sollen; die andere Hälfte soll den Städten Krems und Stein gehören. Das Fischereirecht (sprechen) weiters, erstens, dass Abt und Konvent von Göttweig die Hälfte der Insel, die der Länge nach an ihre eigene Insel grenzt, behalten sollen; die andere Hälfte soll den Städten Krems und Stein gehören. Das Fischereirecht (Vischwaid) im geschaid, das man Altach nennt und auf der Insel liegt, soll ebenfalls zu gleichen Hälften geteilt werden. Der Aussteller befiehlt (gebieten ... un[d] well[e]n) beiden Parteien, die Entscheidungen einzuhalten. Siegler: der Aussteller. Quelle Regest: Stadtarchiv Krems, 2020.";Albrecht III.|Rudolf IV.;albrecht_iii|rudolf_iv;nein;Rechtswesen|Religion|Stadt und Raum|Wirtschaft;;StAK-UrkKr-0051
StaAKr-0052;1379 I 20;1379_01_20;nein;1379;Wien|Lilienfeld;nein;1379 I 20, Wien Die Herzoge Albrecht III. und Leopold verkaufen ihren Schlüßelhof zu Krems an das Stift Lilienfeld um 100 Pfund Pfen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Albrecht III.|Leopold IV.;albrecht_iii|leopold_iv;nein;Religion|Stadt und Raum|Vermögen und Finanzen;;StaAKr-0052
