signatur;datum;datum_normiert;datum_unsicher;jahr;orte;orte_unsicher;regest;personen;personen_id;personen_unsicher;kategorien;unsicherheit_anmerkung;foto_ordner
StAK-UrkKr-0086;1396 VIII 30;1396_08_30;nein;1396;Wien;nein;1396 VIII 30, Wien (ze Wienn) Die Herzöge Wilhelm und Albrecht [IV.] von Österreich bestätigen (vernewet und bestettet, vernew[er]n und beste?tten) aus fürstlicher Macht den erbern weysen Bürgern der Städte Krems und Stein (ze Kremms und ze Stain) auf deren Bitte sowie aufgrund von deren Diensten und Treue alle Urkunden und Handfesten (brief und hantvesten), die sie von König Rudolf [I.], den Herzögen Albrecht [III.] und Rudolf [IV.] sowie anderen Herzögen von Österreich, den verstorbenen Vorgängern der Aussteller, über ihre Rechte, Freiheiten und Gewohnheitsrechte (Recht und freyhait und gu?t gewonheyt) erhalten haben. Sie bestimmen (mayne[n] und wellen), dass die bestätigten Urkunden in allen Einzelheiten (pu?ntten und artikeln) jetzt und künftig vollständig eingehalten werden sollen und dass niemand die Empfänger in der Ausübung dieser Rechte behindert (kain irrung, hindernu?ss noch beswe?rung tu?). Die Aussteller befehlen (gepiet[e]n) allen geistlichen und weltlichen, adeligen und nichtadeligen Hauptleuten, Landherren, Rittern und Knechten, Pflegern, Burggrafen, Richtern, Mautnern, Zöllnern und allen anderen Amtsleuten und Untertanen in den Ländern der Herzöge, die Bürger von Krems und Stein auf keine Art in den Rechten dieser und aller Urkunden (briefen und urkunden) zu behindern, bei Bezahlung jener Strafe (peen), wie sie in den jeweiligen Urkunden festgeschrieben ist. Siegler: die Aussteller. Quelle Regest: Stadtarchiv Krems, 2020.;Herzog Wilhelm|Albrecht III.|Rudolf I.|Albrecht IV.|Rudolf IV.;wilhelm_der_freundliche|albrecht_iii|rudolf_i|albrecht_iv|rudolf_iv;nein;Politik|Rechtswesen;;StAK-UrkKr-0086
StaAKr-0087;1396 IX 14;1396_09_14;nein;1396;Stockerau;nein;1396 IX 14 Katharina Männdleins des Weissen Hausfrau zu Stockerau und Kunczel, beider Sohn, schwören beiden Städten Urfehde ob der Gefängnisstrafe Männdel des Weissen im Stadtgerichte daselbst. Quelle Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Katharina Weisse|Männdlein Weisse|Kunczel Weisse;katharina_weisse|maenndlein_weisse|kunczel_weisse;nein;Rechtswesen;;StaAKr-0087
StaAKr-0088;1396 X 18;1396_10_18;nein;1396;Weinzierl;nein;1396 X 18, Krems Nikolaus der Gener von Weinzierl und seine Hausfrau Elsbeth verkaufen ein Pfund Pfen. jährliche Rente um 8 Pfund an den Kirchenmeister der Kremser Pfarrkirche in den Sagrer daselbst, die am Martinsberg von einer Hofstätte und einem Weingarten zu dienen sind, welche um die 8 Pfund aus eines Juden Pfandschaft gelöst wurden. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Nikolaus Gener|Elsbeth Gener;nikolaus_gener|elsbeth_gener;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0088
StaAKr-0089;1396 X 27;1396_10_27;nein;1396;Krems;nein;1396 X 27 Dorothea, Ulrichs des Romer Witwe und Frau Nikolaus des Römer, gibt nach dem Willemn ihres Mannes zu ihrere Familie Seelenheil ein halbes Pfund Pfen. jährl. Rente von einem Weingarten in den Sagrer der Pfarrkirche zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Dorothea Romer|Ulrich Romer|Nikolaus Romer;dorothea_romer|ulrich_romer|nikolaus_romer;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0089
StaAKr-0090;1397 VIII 31;1397_08_31;nein;1397;Krems;nein;1397 VIII 31, Krems Georg Slissenberger, welcher dem Stadtrichter Veit dem Pücher 4 Ellen Tuch aus einem Gewölbe gestohlen hat und deshalb gefangen genommen wurde und hingerichtet werden sollte, schwört Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Georg Slissenberger|Veit Pucher;georg_slissenberger|veit_pucher;nein;Rechtswesen;;StaAKr-0090
StaAKr-0091;1398 III 12;1398_03_12;nein;1398;Krems;nein;1398 III 12, Krems Margaretha, Konrad des Reicherspergers Witwe schenkt dem Predigerkloster zu Krems 10 Pfund Pfen. zur Abhaltung eines Jahrestages für sie und ihre Verwandten und gibt ihnen zur Sicherheit des Geldes auch ein Fleischtisch auf dem hohen Markt. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Margaretha Reichersperger|Konrad Reichersperger;margaretha_reichersperger|konrad_reichersperger;nein;Religion|Vermögen und Finanzen;;StaAKr-0091
StaAKr-0092;1398 VI 16;1398_06_16;nein;1398;Krems;nein;1398 VI 16 Afra, Johanns des Westerwurgers Wittwe und ihr Sohn Stephan der Westerwurger verkaufen ihren Weingarten in der Kremsleiten um 135 Pfund Pfen. an Michael den Genkrammer. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Afra Westerwurger|Johann Westerwurger|Stephan Westerwurger|Michael Genkrammer;afra_westerwurger|johann_westerwurger|stephan_westerwurger|michel_geiokramer;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0092
StaAKr-0093;1398 VII 1;1398_07_01;nein;1398;Krems;nein;1398 VII 1, Krems Ruedl Huettersel, der ob eines Verbrechens ins Gefängnis geworfen und vom Stadtgericht bestraft werden sollte, schwört Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ruedl Huettersel;ruedl_huettersel;nein;Rechtswesen;;StaAKr-0093
StaAKr-0094;1398 VII 15;1398_07_15;nein;1398;Krems;nein;1398 VII 15, Krems Nikolaus Panusch der Beckenknecht, den Friedrich der Laurer zu Krems gefangen nehmen ließ wegen eines Verbrechens, für das er mit dem Tode bestraft hätte werden müssen, schwört beiden Städten Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Nikolaus Panusch|Friedrich Laurer;nikolaus_panusch|friedrich_laurer;nein;Rechtswesen;;StaAKr-0094
StaAKr-0095;1398 VIII 13;1398_08_13;nein;1398;Krems;nein;1398 VIII 13, Krems Graf Hans von Werdenberg, den die Bürger beider Städte allein mit einem Knaben aufgehalten haben während des Krieges in Österreich, schwört sowohl beiden Städten als auch dem Herzog und dem ganzen Lande deshalb Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hans Werdenberg;hans_werdenberg;nein;Politik|Rechtswesen;;StaAKr-0095
StaAKr-0096;1398 VIII 16;1398_08_16;nein;1398;Pinkafeld;ja;1398 VIII 16, Krems Hans Wisanangst von Perchtholzdorf auf der Pinkka, der wegen unerlaubten Würfelspiels zu Krems ins Gefängnis geworfen wurde und bestraft werden sollte, schwört Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hans Wisanangst;hans_wisanangst;nein;Rechtswesen;"Ortsidentifikation unsicher: vermutlich Pinkafeld (Regest nennt ""Pinkka"")";StaAKr-0096
StaAKr-0097;1399 I 8;1399_01_08;nein;1399;Krems;nein;1399 I 8, Krems Weygl der Maurer, Bürger zu Krems und seine Frau Anne verkaufen ihren zu Burgrecht besitzenden Weingarten mit Erlaubnis des Burgherrn Marquarts Treperger, Pfarrer zu Krems um 94 Pfund Pfen. und um 1 Gulden Leikauf an Peter deb Laytterpecken, Bürger zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Weygl Maurer|Anne Maurer|Peter Laytterpecken;weygl_maurer|anne_maurer|peter_layterpekch;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0097
StaAKr-0098;1399 III 17;1399_03_17;nein;1399;Spitz an der Donau|Gleink;ja;1399 III 17, Krems Peter von Spitz, Ulrich des Försters Eidam, welcher Albrecht den Pyber, Hofmeister im Gleinkerhofe und Widenrichter zu Krems, im Hause Ulrichs des Puechfelder auf der Hulben überfallen wollte, aber durch den Hausherrn gehindert und festgenommen wurde, um an seinem Leib gebüßt zu werden, schwört Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Peter von Spitz|Ulrich Förster|Albrecht Pyber|Ulrich Puechfelder;peter_von_spitz|ulrich_foerster|albrecht_pyber|ulrich_puechfelder;nein;Rechtswesen;"Ortsidentifikation unsicher: vermutlich Gleink (Regest nennt ""Gleinkerhofe"")";StaAKr-0098
StaAKr-0099;1399 VI 14;1399_06_14;nein;1399;Rossatzbach;nein;1399 VI 14, Krems Hansl, Stephanns des Scholderweins Sohn von Rossatzbach, der wegen eines Diebstahls in Krems verhaftet und hingerichtet werden sollte, schwört beiden Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hansl Scholderwein|Stephann Scholderwein;hansl_scholderwein|stephann_scholderwein;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen;;StaAKr-0099
StaAKr-0100;1399 VI 28;1399_06_28;nein;1399;Aggsbach|Langenlois;nein;1399 VI 28, Krems Michael Tell von Aggsbach und sein Weib Margret, die wegen eines Diebstahls in Langenlois verhaftet und in das Gericht nach Krems gebracht wurden, sollten hingerichtet werden, doch begnadigt schwören sie Urfehde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Michael Tell|Margret Tell;michael_tell|margret_tell;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen;;StaAKr-0100
StAK-UrkKr-0101;1399 VII 16;1399_07_16;nein;1399;Wien;nein;1399 VII 16, Wien ( ze Wienn ) Bürgermeister und Rat der Stadt Wien ( Wienn ) verordnen ( Ist unser maynung ), dass [ Bürgermeister, Richter und Rat der Städte Krems und Stein ( Krems und Stayn )], nachdem sie das Schreiben ( Brief ) der Empfänger gelesen haben, in dem diese berichtet haben, dass die Krems er Kaufmannschaft nicht rechtmäßig ( unpilleich ) die Maut in Wien bezahlen mussten, und ihre beanspruchten Rechte dargelegt haben, mit allen Privilegien ( briefen ) bis eine Woche nach dem St.-Stephans-Tag [10. August 1399] nach Wien reisen sollen. Dann sind die Aussteller dazu bereit, den Empfängern in ihren Anliegen entgegenzukommen. Siegler: die Aussteller. Source Regest: Stadtarchiv Krems, 2020.;;;nein;Politik|Rechtswesen|Wirtschaft;;StAK-UrkKr-0101
StaAKr-0102;1399 VIII 05;1399_08_05;nein;1399;Passau;nein;1399 VIII 05, Krems Hennsl Schiedl von Passau, derzeit des Choler Knecht, der sich in der Trunkenheit gegen ehrbare Fauen zu Stein auf der Straße und in Häusern sowie im Stadtgerichtsgebiet unzüchtig benommen hatte und ergriffen wurde, sollte nach dem Urteil des geschworenen Rates hingerichtet werden, wird aber begnadigt und schwört beiden Städten sowie den Dörfern Unter- und Oberloiben Urfehde.;Hennsl Schiedl|Choler;hennsl_schiedl|choler_1399;nein;Rechtswesen;;StaAKr-0102
StaKr-0103;1399 XII 21;1399_12_21;nein;1399;;nein;noch kein Regest vorhanden;;;ja;;;StaKr-0103
StaAKr-0104;1400 VI 3;1400_06_03;nein;1400;Laufen an der Salzach;nein;1400 VI 3, Krems Hainreich Chornhauff von Krems, wegen Beschädigung eines Bürgers von Laufen vom Stadtrichter beider Städte ins Gefängnis geworfen,schwört den Städten und den Bürgern von Laufen Urfehde, nachdem er auf Bitten der Herzogin Beatrix, der Witwe Albrechts II. und nach dem Willen Herzog Albrechts III. begnadigt worden.;Hainreich Chornhauff|Herzogin Beatrix|Albrecht II.|Albrecht III.;hainreich_chornhauff|beatrix_von_zollern|albrecht_ii|albrecht_iii;nein;Politik|Rechtswesen;;StaAKr-0104
StaAKr-0105;1400 VI 4;1400_06_04;nein;1400;Krems;nein;1400 VI 4 Anna Kuchprein, Bürgerin von Krems, vermacht von ihrem Haus und Hofsatt jährlich 1/2 Pfund Pfennige dem Spital zu Krems. Zeugen: Marchart Treberger, Pfarrer von Krems, Albrecht Pyber, Widenwächter daselbst, Hans Nöstlein von Lois. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Anna Kuchprein|Albrecht Pyber|Hans Nöstlein|Machart Treperger;anna_kuchprein|albrecht_pyber|hans_noestlein|marchart_treperger;nein;Bevölkerung und Bevölkerungsgruppen|Soziales Leben|Vermögen und Finanzen;;StaAKr-0105
StaAKr-0106;1400 VII 19;1400_07_19;nein;1400;Krems;nein;"1400 VII 19, Krems Urfehde. Erhard Holm von Krems verpflichtet sich mit Leib und Leben, den Städten Krems und Stein nichts schlimmes zu tun. Richte er aber dennoch einen Schaden an, dann sei er nicht nur dem Gerichte verfallen, sondern auch sein Vater Georg und sein Vetter Koloman auf der Wegscheid hätte je 32 Pfund Wr. Pfn. dem Herzog in Österreich und den beiden Städten; 10 Pfund Wr. Pf. dem Richter. Zeugen: Jakob Hulber, Georg und Koloman Olm. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Erhard Holm|Jakob Hulber|Koloman Holm|Georg Holm;erhard_holm|jakob_hulber|koloman_holm|georg_holm;ja;Rechtswesen;"Personenidentifikation unsicher: vermutlich Koloman Holm (Regest nennt ""Koloman""); vermutlich Georg Holm (Regest nennt ""Georg"")";StaAKr-0106
StaAKr-0107;1400 VIII 2;1400_08_02;nein;1400;Krems;nein;"1400 VIII 2, Krems Urfehde. Peter Packnecht verpflichtet sich mit Leib und Gut den Städten Krems und Stein keinen Schaden zuzufügen. Zeugen; Albrecht Pyber, Widenrichter in Krems, Jakob Selden, Bürger daselbst. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Peter Packnecht|Albrecht Pyber|Jakob Salden;peter_packnecht|albrecht_pyber|jakob_salden;ja;Rechtswesen;"Personenidentifikation unsicher: vermutlich Jakob Salden (Regest nennt ""Jakob"")";StaAKr-0107
StaAKr-0108;1400 X 31;1400_10_31;nein;1400;Rom, Italien;nein;1400 X 31 Otto Chrainer, Bürger zu Krems und seine Frau Agnes setzen vor ihrer Pilgerreise nach Rom die Pfarrkirche in Krems als Universalerbe ein. Zeugen: Ulrich von Znaim, Richter beider Städte, Jakob Hulber, Bürger von Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Otto Chrainer|Agnes Chrainer|Ulrich von Znaim|Jakob Hulber;otto_chrainer|agnes_chrainer|ulrich_von_znaim|jakob_hulber;nein;Religion|Vermögen und Finanzen;;StaAKr-0108
StaAKr-0109;1400 XI 9;1400_11_09;nein;1400;;nein;"1400 XI 9, Krems Urfehde. Peter Pehaimb von Brünn und seine Frau Margarete verpflichten sich gegen Entlassung aus dem Gefängnis, in das sie ""etlicher Inzucht wegen"" geworfen wurden, den Städten Krems und Stein keinen Schaden zuzufügen. Zeugen: Albrecht Piber, Widenrichter, Jakob Salden, Bürger zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Peter Pehaimb|Margarete Pehaimb|Albrecht Pyber|Jakob Salden;peter_pehaimb|margarete_pehaimb|albrecht_pyber|jakob_salden;nein;Rechtswesen;;StaAKr-0109
StaAKr-0110;1400 XII 13;1400_12_13;nein;1400;Krems;nein;1400 XII 13 Katharina Frostlein, Bürgerin zu Krems vermacht ihren dritthalb Joch großen Weingarten der Pfarrkirche von Krems. Zeugen: Ulrich von Znaim, Richter beider Städte, Simon Trindorffer, Judenwächter. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Katharina Frostlein|Ulrich von Znaim|Simon Tundorfer;katharina_frostlein|ulrich_von_znaim|simon_tundorfer;ja;Religion|Vermögen und Finanzen|Wirtschaft;"Personenidentifikation unsicher: vermutlich Simon Tundorfer (Regest nennt ""Simon"")";StaAKr-0110
StaAKr-0111;1401 II 1;1401_02_01;nein;1401;Krems;nein;1401 II 1 Die drei Brüder Jakob, Hans und Konrad Hulber geben 17 Wr. Pfen. Burgrecht dem Kremser Sital. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Jakob Hulber|Hans Hulber|Konrad Hulber;jakob_hulber|hans_hulber|konrad_hulber;nein;Soziales Leben|Vermögen und Finanzen;;StaAKr-0111
StaAKr-0112;1401 II 22;1401_02_22;nein;1401;Krems;nein;1401 II 22 Paul Maurer, Bürger zu Krems und Katharina, seine Frau verkaufen mit Erlaubnis des Pfarrers Treberger von Krems 40 Pfennige dem Spital, die auf ihrem Haus auf dem Korngrieß gelegen sind. Zeugen: Marchart Treberger, Pfarrer von Krems, Albrecht Pyber, Widenrichter daselbst. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Paul Maurer|Katharina Maurer|Albrecht Pyber|Machart Treperger;paul_maurer|katharina_maurer|albrecht_pyber|marchart_treperger;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0112
StaAKr-0113;1401 III 12;1401_03_12;nein;1401;Senftenberg;nein;1401 III 12 Dietrich Wisent von Senftenberg und seine Frau Elsbet verkaufen ihren Weingarten (1/2 Joch) der Frau Margarete Haidel, Witwe nach Hans Raidel. Zeugen: Friedrich Pfarrer von Senftenberg, Hans Hulber, Burggraf daselbst. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Dietrich Wisent|Elsbet Wisent|Margarete Haidel|Hans Raidel|Friedrich Pfarrer|Hans Hulber;dietrich_wisent|elsbet_wisent|margarete_haidel|hans_raidel|friedrich_pfarrer|hans_hulber;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0113
StaAKr-0114;1401 III 22;1401_03_22;nein;1401;;nein;"1401 III 22, Krems Urfehde. Nikolaus von Waydhofen schwört, niemand in Krems und Stein feindlich zu sein. Er hatte einen armen, frommen Mann seinen Beutel mit ""Pfennig"" gestohlen. Zeugen: Ulrich, Bürger von Krems, Albrecht Piber, Widenrichter daselbst. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Nikolaus von Waydhofen|Ulrich|Albrecht Pyber;nikolaus_von_waydhofen|ulrich_1401|albrecht_pyber;ja;Rechtswesen;"Personenidentifikation unsicher: vermutlich Albrecht Pyber (Regest nennt ""Albrecht"")";StaAKr-0114
StaAKr-0115;1401 III 28;1401_03_28;nein;1401;Krems;nein;1401 III 28 Michael von Sebarn, Bürger zu Stein und seine Frau Margarete verkaufen ihr Gärtchen vor dem Reinspertor nächst der Ringmauer mit Einwilligung des Pfarrers in Stein, Hans Neunburger, an Wernhart von Everding und seine Frau Anna. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Michael von Sebarn|Margarete von Sebarn|Hans Neunburger|Wernhart von Everding|Anna von Everding;michael_von_sebarn|margarete_von_sebarn|hans_neunburger|wernhart_von_everding|anna_von_everding;nein;Religion|Stadt und Raum|Vermögen und Finanzen;;StaAKr-0115
StaAKr-0116;1401 IV 23;1401_04_23;nein;1401;Rom, Italien|Eggenburg;nein;"1401 IV 23 Urfehde Michael Wetz des Kürschners der sein Weib ermordete; er muß sich zu einer Bußfahrt nach Rom verpflichten. Zeugen: Simon Tundorfer, Judenrichter zu Krems, Martin der Eggenburger. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Michael Wetz|Simon Tundorfer|Martin Eggenburger;michael_wetz|simon_tundorfer|martin_eggenburger;nein;Rechtswesen|Religion;;StaAKr-0116
StaAKr-0117;1401 V 31;1401_05_31;nein;1401;Langenlois;nein;1401 V 31 Vergleich zwischen Hermann Gisperger und seiner Frau Katharina und Ruedel Chaser und seiner Frau Anna mit Friedrich dem Müller von Langenlois. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Hermann Gisperger|Katharina Gisperger|Ruedel Chaser|Anna Chaser|Friedrich Müller;hermann_gisperger|katharina_gisperger|ruedel_chaser|anna_chaser|friedrich_mueller;nein;Rechtswesen;;StaAKr-0117
StaAKr-0118;1401 VII 15;1401_07_15;nein;1401;Krems;nein;1401 VII 15, Krems Christian Volkmanns Urfehde, sich an beiden Städten nicht zu rächen. Zeugen: Niklas Schaffer, Bürger in Krems, Albrecht Pyber, Widenrichter daselbst. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Christian Volkmann|Niklas Schaffer|Albrecht Pyber;christian_volkmann|nikolaus_schaffer|albrecht_pyber;ja;Rechtswesen;"Personenidentifikation unsicher: vermutlich Albrecht Pyber (Regest nennt ""Albrecht"")";StaAKr-0118
StaAKr-0119;1401 VII 29;1401_07_29;nein;1401;Salzburg|Gföhl|Berchtesgaden;nein;"1401 VII 29, Salzburg Gregor, Erzbischof von Salzburg erinnert Richter und Rat an die Reachte des Eisentürhofes, den er von den Berchtesgadener Chroherren Kaufte; für seinen Hofmeister Leonhart von Gföhl, der sich gegen die Bürger vergangen hat, bittet er um Nachsicht, denn er wünsche, daß dieser mit ihnen ""freundl. lebe und handle"": Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Erzbischof Gregor|Hofmeister Leonhart;erzbischof_gregor|hofmeister_leonhart;nein;Rechtswesen|Religion|Vermögen und Finanzen;;StaAKr-0119
StaAKr-0120;1401 IX 21;1401_09_21;nein;1401;Gobelsburg|Gerersdorf|Eggenburg;ja;"1401 IX 21 Georg, Pfarrer zu Gobelsburg und Jakob Meyraser, Verweser für den Pfleger von Gobelsburg Andres Gruber tun kund, daß Hans Gerersdorffer aus Espesdorf für seinen Ziehsohn Erhart, Sohn weiland des Nikolaus von Hoffnin Gerersdorf, die Zahlung einer Geldschuld verlange, die auf einem 2 Joch großen Weingarten in Geresdorf ""an der Haide"" gelegen sei und die dessen ehemaliger Besitzer Hans Dorner kontrahierte (Burgrecht 10 Wr. Pfen. nach Gobelsburg), der ein Kremser Bürger war.  Martin der Egenburger Philipp der Herscheftl. beide Bürger von Krems und Pfleger der Güter der St. Veitspfarrkirche daselbst berichten, daß Hans Dorn und seine Frau Margarethe den Weingarten der kirche vermacht hätten.Die Herrschaft Gobelsburg entscheidet nun dahin, daß die beiden Pfleger 12 Pfund Wr. Pfen. den jungen Erhart zu zahlen hätten, der Weingarten jedoch bei der Pfarrkirche bleibe und Erhart alle Ansprüche darauf entsagen solle. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960).";Pfarrer Georg|Jakob Meyraser|Andres Gruber|Hans Gerersdorffer|Erhart|Nikolaus von Hoffnin|Hans Dorner|Philipp Herscheftl|Hans Dorn|Margarethe Dorn|Martin Eggenburger;pfarrer_georg|jakob_meyraser|andres_gruber|hans_gerestorffer|erhart_1401|nikolaus_von_hoffnin|hans_dorner|philipp_herscheftl|hans_dorn|margarethe_dorn|martin_eggenburger;ja;Rechtswesen|Religion|Vermögen und Finanzen|Wirtschaft;"Ortsidentifikation unsicher: Eggenburg (nicht eindeutig aus dem Regest-Text ableitbar) | Personenidentifikation unsicher: vermutlich Martin Eggenburger (Regest nennt ""Martin"")";StaAKr-0120
StaAKr-0121;1401 XII 3;1401_12_03;nein;1401;Imbach;nein;1401 XII 3 Margaete Raidlein, Bügerin zu Krems stiftet mit einem Weingarten (1/2 Joch) einen Jahrtag in der Kremser Pfarrkirche. Zeugen: Dorothea, Priorin von Imbach, Veit Pucher, Richter beider Städte. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Margaete Raidlein|Priorin Dorothea|Veit Pucher;margaete_raidlein|priorin_dorothea|veit_pucher;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0121
StaAKr-0122;1402 IX 3;1402_09_03;nein;1402;Krems;nein;1402 IX 3 Vergleich zwischen Krems und Stein in Handelsangelegenheiten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Rechtswesen|Wirtschaft;;StaAKr-0122
StAK-UrkKr-0123;1403 I 3;1403_01_03;nein;1403;Wien;nein;1403 I 3, Wien ( ze Wienn ) Die Herzöge Wilhelm und Albrecht [IV.] von Österreich begünstigen ( haben ... die gnad getan und tu?n ) Richter, Rat und der Bürgerschaft der Städte Krems und Stein ( ze Krems und ze Stain ), nachdem ihnen zugetragen und auch bewiesen wurde, dass zahlreiche Einwohner ( leu?t ) der Städte Krems und Stein ( ze Krems und ze Stain ), die mit Wein, Salz und anderen Gütern handeln ( arbaitten ), Häuser besitzen und bewohnen, jedoch Steuern und andere Lasten nicht mittragen wollen ( in Stewr Wacht und and[er]n notdurfften ... nicht mit leiden wellen ), wie es Gewohnheit ist ( als vormaln ist herko?men ), wodurch die Stadt belastet ( vast beswe?ret ) wird, dass diese Einwohner alle Steuer- und andere Lasten nach ihren Kräften ( nach seinen staten ) mittragen müssen, wie es andere Bürger auch tun und wie es schon immer getan wurde. Wer sich dem widersetzt, handelt gegen die Aussteller. Siegler: die Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Herzog Wilhelm|Albrecht IV.;wilhelm_der_freundliche|albrecht_iv;nein;Politik|Vermögen und Finanzen|Verwaltung|Wirtschaft;;StAK-UrkKr-0123
StaAKr-0124;1403 I 4;1403_01_04;nein;1403;Krems|Gföhl;nein;1403 I 4 Die Herzöge Wilhelm und Albrecht befehlen dem Lienhart von Gföhl, Richter beider Städte das rückständige Angelt mit allem Nachdrucke einzutreiben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Herzog Wilhelm|Albrecht IV.|Lienhart von Gföhl;wilhelm_der_freundliche|albrecht_iv|lienhart_von_gfoehl;nein;Vermögen und Finanzen|Verwaltung|Wirtschaft;;StaAKr-0124
StaAKr-0125;1403 I 24;1403_01_24;nein;1403;Wien|Salzburg|Herzogenburg|Freising|Hollenburg;nein;1403 I 24, Wien Die Herzoge Wilhelm und Albrecht verlangen von den beiden Städten Bericht, wie es sich dem Uferrecht bei St. Georgen unterhalb Hollenburg verhalte, das sowohl der Probst von Herzogenburg und der Mistinger als auch die Hochstifter Salzburg und Freising für sich beanspruchen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Herzog Wilhelm|Albrecht IV.;wilhelm_der_freundliche|albrecht_iv;nein;Rechtswesen|Stadt und Raum|Verwaltung;;StaAKr-0125
StaAKr-0126;1403 VII 11;1403_07_11;nein;1403;Eggenburg|Znojmo;nein;1403 VII 11 Martin der Eggenburger und Philipp Herscheftl beurkunden für Frau Margarete Raidlien und ihre Nachkommen einen Jahrtag am Sonntag nach Allerheiligen. Beide Mitglieder des Rates und Kirchenmeister. Zeugen: Ulrich von Znaim, Mitglied des Rates. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Martin Eggenburger|Philipp Herscheftl|Margarete Raidlien|Ulrich von Znaim;martin_eggenburger|philipp_herscheftl|margaete_raidlein|ulrich_von_znaim;nein;Religion|Vermögen und Finanzen;;StaAKr-0126
