id;Datum;Datum_unsicher;Name;personen_id;Beruf;Beruf_unsicher;Wirtschaftssektor;Buergen;buergen_id;Buergen_Berufe;Anmerkungen;Ort;orte_unsicher;Datum_Anmerkung;zuordnung_sicher;unsicherheit_anmerkung
BB-2251;1595-12-22;;Hannß Heitl;hans_heitl;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2252;1595-12-22;;Christoff Hechstetter;christoph_hechstetter;;;;;;;;;;;;
BB-2253;1595-12-22;;Augustin Rauch;augustin_rauch;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-2254;1595-12-22;;Hannß Groß;hans_gross;Hutmacher;;Textil & Bekleidung;;;;;;;;ja;
BB-2255;1595-12-22;;Jacob Joniuß;jakob_joniuss;Maurer;;Holz, Bau & Stein;;;;;;;;ja;
BB-2256;1595-12-22;;Michael Hunger;michael_hunger;;;;;;;;;;;;
BB-2257;1595-12-22;;Andree Haßlinger;andreas_hasslinger;Schmied;;Metall & Waffen;;;;;;;;ja;
BB-2258;1595-12-22;;Fridrich Weinreich;friderich_weinreich;Hosenstricker;;Textil & Bekleidung;;;;Erstmalig vorstellig am 17. November 1589.;;;;ja;"personen_id vereinheitlicht (vorher friedrich_weinreich): ""Erstmalig vorstellig""-Datum verweist exakt auf BB-2185 (""Friderich Weinreich"", Ähnlichkeit 0.973) - dieselbe Person."
BB-2259;1595-12-22;;Hannß Graw;hans_graf;Wagner;;Holz, Bau & Stein;;;;;;;;ja;
BB-2260;1595-12-22;;Christoff Prözner;christoph_proezner;Nestler;;Leder & Pelz;;;;;;;;ja;
BB-2261;1595-12-22;;Geörg Paungartner;georg_paungartner;;;;;;;;;;;;
BB-2262;1595-12-22;;Mertt Veldtmülner;martin_veldtmuelner;Klampferer;;Metall & Waffen;;;;;;;;ja;
BB-2263;1595-12-22;;Hannß Fux;hans_fux;Maurer;;Holz, Bau & Stein;;;;;;;;ja;
BB-2264;1595-12-22;;Paul Staindlmair;paul_staindlmair;;;;;;;;;;;;
BB-2265;1596-12-06;;Hanß Khnol;hans_knoll;Kupferschmied;;Metall & Waffen;;;;;;;Verzaichnüsz der bürger, so diseß ganze 96iste jar daß burgerrecht bey beeden stetten empfangen und an heut den 6. Decembriß vor der gebreichigen wahl daß juramendt gelaist.;ja;
BB-2266;1596-12-06;;Wolff Aigner;wolf_aigner;Gürtler;;Metall & Waffen;;;;;;;;ja;
BB-2267;1596-12-06;;Steffan Puxpämb;stephan_puxpaemb;Schiffmann;;Transport & Wasserwesen;;;;;;;;ja;
BB-2268;1596-12-06;;Hannß Schmit;hans_schmit;Radschmied;;Metall & Waffen;;;;;;;;ja;
BB-2269;1596-12-06;;Christoff Mäckhl;christoph_maerckl;Binder;;Holz, Bau & Stein;;;;;;;;ja;
BB-2270;1596-12-06;;Matheß Franckhstainer;matthias_franckstainer;Gürtler;;Metall & Waffen;;;;;;;;ja;
BB-2271;1596-12-06;;Wenzl Neustetter;wenzl_neustetter;Handschuhmacher;;Leder & Pelz;;;;;;;;ja;
BB-2272;1596-12-06;;Thoman Ebenpaur;thomas_ebenpaur;Weber;;Textil & Bekleidung;;;;;;;;ja;
BB-2273;1596-12-06;;Balthasar Hierschenpaur;balthasar_hierschenpaur;Prokurator;;Verwaltung, Recht & Bildung;;;;;;;;ja;
BB-2274;1596-12-06;;Michel Khopmäger;michael_kopmaeger;Kürschner;;Leder & Pelz;;;;;;;;ja;
BB-2275;1596-12-06;;Wolff Rolman;wolf_rolman;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2276;1596-12-06;;Marx Schmidt;markus_schmidt;;;;;;;;;;;;
BB-2277;1596-12-06;;Wolf Khierperger;wolf_kierperger;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2278;1596-12-06;;Gabriel Neuquam;gabriel_neuquam;Gschmeidler;;Metall & Waffen;;;;;;;;ja;
BB-2279;1596-12-06;;Danat Fresser;danat_fresser;Kürschner;;Leder & Pelz;;;;;;;;ja;
BB-2280;1596-12-06;;Wolff Faistenaurer;wolf_faistenaurer;;;;;;;;;;;;
BB-2281;1596-12-10;;Gerg Linbnauer;georg_linbnauer;Stadtkoch;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2282;1596-12-10;;Ferdinandt Teubl;ferdinand_teubl;Hutstepper;;Textil & Bekleidung;;;;;;;;ja;
BB-2283;1596-12-10;;Abraham Khopeinl;abraham_kopeinl;Händler;;Handel;;;;;;;;ja;
BB-2284;1596-12-10;;Hanß Voit;hans_voit;Feilschmied;;Metall & Waffen;;;;;;;;ja;
BB-2285;1596-12-10;;Hannß Tinckhl;hans_tinckl;Leinwander;;Handel;;;;;;;;ja;
BB-2286;1596-12-10;;Michal Steininger;michael_staininger;Kramer;;Handel;;;;;;;;ja;
BB-2287;1596-12-10;;Jabob Grueber;jabob_grueber;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2288;1596-12-10;;Wolf Khierchperger;wolf_kirchperger;Hauer;;Landwirtschaft & Weinbau;;;;Erstmalig vorstellig am 6. Dezember 1589 unter Wolf Khierperger.;;;;ja;
BB-2289;1596-12-10;;Hannß Rerich;hans_rerich;Goldschmied;;Metall & Waffen;;;;;;;;ja;
BB-2290;1596-12-10;;Andre Schopf;andreas_schopf;Gastgeb;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2291;1596-12-10;;Matheß Schmidt;matthias_schmidt;Bürstenbinder;;Sonstiges Handwerk;;;;;;;;ja;
BB-2292;1596-12-10;;Georg Khrauß;georg_krauss;Weißgerber;;Leder & Pelz;;;;;;;;ja;
BB-2293;1596-12-10;;Gregor Ganauß;gregor_ganauss;Lederer;;Leder & Pelz;;;;;;;;ja;
BB-2294;1596-12-10;;Conradt Diringer;conradt_diringer;Gürtler;;Metall & Waffen;;;;;;;;ja;
BB-2295;1596-12-20;;Franeisouß Franz;franeisouss_franz;Eisenhändler;;Handel;;;;;;;;ja;
BB-2296;1596-12-20;;Thobiaß Röpf;tobias_roepf;;;;;;;;;;;;
BB-2297;1596-12-20;;David Aigner;david_aigner;Zimmermann;;Holz, Bau & Stein;;;;;;;;ja;
BB-2298;1596-12-20;;Gerg Lauchner;georg_lauchner;Steinmetz;;Holz, Bau & Stein;;;;;;;;ja;
BB-2299;1596-12-20;;Wolf Landtsfürst;wolf_landtsfuerst;Kerzenmacher;;Sonstiges Handwerk;;;;;;;;ja;
BB-2300;1596-12-20;;Albert Andree Mueezl;albert_andree_mueezl;Gastgeb;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2301;1596-12-06;;Gerg Eberl;georg_eberl;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2302;1596-12-06;;Jacob Eder;jakob_eder;Branntweinhändler;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2303;1596-12-06;;Philiph Höpfengraber;philip_hopfengraber;Gastgeb;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2304;1596-12-06;;Balthasar Eglsperger;balthasar_eglsperger;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2305;1596-12-06;;Balthasar Inderist;balthasar_inderist;Schmied;;Metall & Waffen;;;;;;;;ja;
BB-2306;1596-12-06;;Jacob Primuß;jakob_primuss;Gastgeb;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2307;1596-12-06;;Thoman Moser;thomas_moser;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2308;1596-12-06;;Lienhardt Wiser;lienhardt_wiser;Metsieder;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2309;1596-12-06;;Davit Peuckher;david_peucker;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2310;1596-12-06;;Andree Schwänzl;andreas_schwaenzl;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2311;1596-12-10;;Hanß Redtl;hans_redtl;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2312;1596-12-10;;Hannß Turnner;hans_turnner;Hutmacher;;Textil & Bekleidung;;;;;;;;ja;
BB-2313;1596-12-10;;Christoff Werzl;christoph_werzl;Fragner;;Handel;;;;;;;;ja;
BB-2314;1597-12-19;;Erhardt Stopffer;erhard_stopffer;;;;;;;;;;Verzaichnüß der jüngen burger so disesz ganze 97iste jars, dasz burgerrecht bey beeden stetten Khrembsz und Stain empfangen und an heut den 19ten Decembrisz vor den gebreuchigen mahl dasz juramendt gelaist.;;
BB-2315;1597-12-19;;Wolff Moszhamer;wolf_mosshamer;;;;;;;;;;;;
BB-2316;1597-12-19;;Sebastian Onttner;sebastian_ortner;;;;;;;;;;;;
BB-2317;1597-12-19;;Geörg Wider;georg_wider;;;;;;;;;;;;
BB-2318;1597-12-19;;Lienhardt Bischoff;lienhardt_bischof;;;;;;;;;;;;
BB-2319;1597-12-19;;Sebastian Müllner;sebastian_muellner;Leinwander;;Handel;;;;;;;;ja;
BB-2320;1597-12-19;;Hannsz Pechtl;hans_prechtl;Bürstenbinder;;Sonstiges Handwerk;;;;;;;;ja;
BB-2321;1597-12-19;;Michal Pürchenegckher;michal_puerchenegger;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2322;1597-12-19;;Thoman Mayr;thomas_mayr;;;;;;;;;;;;
BB-2323;1597-12-19;;Steffan Mayrhoffer;stephan_mayrhoffer;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2324;1597-12-19;;Georg Haunnerstainer;georg_haunnerstainer;Kummetmacher;;Leder & Pelz;;;;;;;;ja;
BB-2325;1597-12-19;;Lorentz Höschler;lorenz_hoeschler;Tischler;;Holz, Bau & Stein;;;;;;;;ja;
BB-2326;1597-12-19;;Hansz Voisinger;hans_voisinger;Goldschmied;;Metall & Waffen;;;;;;;;ja;
BB-2327;1597-12-19;;Leonhardt Hueber;leonhard_hueber;;;;;;;;;;;;
BB-2328;1597-12-19;;Merth Illinger;martin_illinger;Beutler;;Leder & Pelz;;;;;;;;ja;
BB-2329;1597-12-19;;Hansz Khueperger;hans_kueperger;Schlosser;;Metall & Waffen;;;;;;;;ja;
BB-2330;1597-12-19;;Hansz Grueber;hans_grueber;;;;;;;;;;;;
BB-2331;1597-12-19;;Hansz Herlot;hans_herlot;Glaser;;Holz, Bau & Stein;;;;;;;;ja;
BB-2332;1597-12-19;;Bärtlmee Dränl;baertlmee_draenl;;;;;;;;;;;;
BB-2333;1597-12-19;;Ulrich Khogler;ulrich_kogler;Zimmermann;;Holz, Bau & Stein;;;;;;;;ja;
BB-2334;1597-12-19;;Bartholome Traisl;bartholome_traisl;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2335;1600-12-18;;Merth Gruebmüllner;martin_gruebmuellner;;;;;;;;;;Verzaichnüs der jüngen bürger, so disz ganze 1600 jar das bürgerrecht bei beeden stetten Khrembs unnd Stain empfangen und an heut dato den 18. Decembris vor der gebreuchigen waal das jurament gelaist.;;
BB-2336;1600-12-18;;Wolff Preuer;wolf_breuer;;;;;;;;;;;;
BB-2337;1600-12-18;;Christoff Hager;christoph_hager;;;;;;;;;;;;
BB-2338;1600-12-18;;Sebastian Rosenhamber;sebastian_rosenhamber;;;;;;;;;;;;
BB-2339;1600-12-18;;Caspar Mailandt;kaspar_maillandt;;;;;;;;;;;;
BB-2340;1600-12-18;;Isaac Ernnst;isaac_ernnst;;;;;;;;;;;;
BB-2341;1600-12-18;;Thieboll Mülner;thieboll_muellner;;;;;;;;;;;;
BB-2342;1600-12-18;;Sigmundt Mülner;sigmund_muellner;;;;;;;;;;;;
BB-2343;1600-12-18;;Thobias Tieboldt;thobias_tieboldt;;;;;;;;;;;;
BB-2344;1600-12-18;;Christoff Gessl;christoph_gossl;;;;;;;;;;;;
BB-2345;1600-12-18;;Geörg Werner;georg_werner;;;;;;;;;;;;
BB-2346;1600-12-18;;Leopolt Zwickher;leopolt_zwicker;;;;;;;;;;;;
BB-2347;1600-12-18;;Sigmund Holnberger;sigmund_holnberger;;;;;;;;;;;;
BB-2348;1600-12-18;;Sebastian Matheisz;sebastian_matheiss;;;;;;;;;;;;
BB-2349;1600-12-18;;Leonhardt Schwaiger;leonhard_schwaiger;;;;;;;;;;;nein;Am 18. Dezember 1600 wurde der Name Leonhardt Schwaiger zweimal ins Bürgerbuch eingetragen. Es wird dennoch davon ausgegangen, dass es sich um die selbe Person handelt.
BB-2350;1600-12-18;;Andreas Edmair;andreas_edmair;;;;;;;;;;;;
BB-2351;1600-12-18;;Leonhardt Wildt;leonhard_wildt;;;;;;;;;;;;
BB-2352;1600-12-18;;Caspar Schwingenschlegl;kaspar_schwingenschlegl;;;;;;;;;;;;
BB-2353;1600-12-18;;Leonhardt Schwaiger;leonhard_schwaiger;;;;;;;;;;;nein;Am 18. Dezember 1600 wurde der Name Leonhardt Schwaiger zweimal ins Bürgerbuch eingetragen. Es wird dennoch davon ausgegangen, dass es sich um die selbe Person handelt.
BB-2354;1600-12-18;;Bartl Obiser;bartholomaeus_obiser;;;;;;;;;;;;
BB-2355;1600-12-18;;Andreas Zinerauer;andreas_zinerauer;;;;;;;;;;;;
BB-2356;1600-12-18;;Caspar Bemelech;kaspar_bemelech;;;;;;;;;;;;
BB-2357;1600-12-18;;Michael Eder;michael_eder;;;;;;;;;;;;
BB-2358;1600-12-18;;Abrahamb Berwalter;abraham_berwalter;;;;;;;;;;;;
BB-2359;1600-12-18;;Hannß Schwärzl;hans_schwaertzl;;;;;;;;;;;;
BB-2360;1600-12-18;;Georg Hinderperger;georg_hinderperger;;;;;;;;;;;;
BB-2361;1600-12-18;;Michael Mülner;michael_muellner;;;;;;;;;;;;
BB-2362;1601-12-17;;Esaias Brunner;esaias_brunner;Handschuhmacher;;Leder & Pelz;;;;;;;Verzaichnus der jungen buger, so dis gantze 1601 jars das burgerrecht bey beeden stetten Khrembs und Stain empfangen und an heut datto den 17. Decembris vor der gebreuchigen wahl das jurament glaist.;ja;
BB-2363;1601-12-17;;Lorentz Bräuenpöckh;lorenz_braeuenpoeck;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2364;1601-12-17;;Jacob Eplmair;jakob_eplmair;Tuchscherer;;Textil & Bekleidung;;;;;;;;ja;
BB-2365;1601-12-17;;Andre Faisster;andreas_faisster;Leineweber;;Textil & Bekleidung;;;;;;;;ja;
BB-2366;1601-12-17;;Mathes Bräuenpeckh;matthaeus_braeuenpoeck;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2367;1601-12-17;;Geörg Eder;georg_eder;Zimmermann;;Holz, Bau & Stein;;;;;;;;ja;
BB-2368;1601-12-17;;Hans Wockh;hans_waeck;Hutstepper;;Textil & Bekleidung;;;;;;;;ja;
BB-2369;1601-12-17;;Hans Schirmer;hans_schirmer;Gschmeidler;;Metall & Waffen;;;;;;;;ja;
BB-2370;1601-12-17;;Balthaser Dieffenpöcher;balthasar_dieffenpoecher;Passamentwürcher;ja;Textil & Bekleidung;;;;;;;;ja;"Berufsbezeichnung ""Passamentwürcher"" im Quellentext schwer leserlich bzw. Schreibweise/Lesart unsicher."
BB-2371;1601-12-17;;Hans Zirman;hans_zirman;Huetter;;Textil & Bekleidung;;;;;;;Verzaichnus der jungen buger, so dis gantze 1601 jars das burgerrecht bey beeden stetten Khrembs und Stain empfangen und an heut datto den 17. Decembris vor der gebreuchigen wahl das jurament glaist.;ja;
BB-2372;1601-12-17;;Andre Theurkhauff;andreas_teurkhauff;Bäcker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2373;1601-12-17;;Mathes Hadlinger;matthaeus_hadlinger;Schiffmann;;Transport & Wasserwesen;;;;;;;;ja;
BB-2374;1601-12-17;;Mört Pauträer;moert_pautraeer;Brotsitzer;;Handel;;;;;;;;ja;
BB-2375;1601-12-17;;Abrahamb Pfaffinger;abraham_pfaeffinger;Bader;;Gesundheit;;;;;;;;ja;
BB-2376;1601-12-17;;Michael Haas;michael_haas;Passamentwürcher;;Textil & Bekleidung;;;;;;;;ja;
BB-2377;1601-12-17;;Michael Aichperger;michael_aichperger;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
BB-2378;1602-12-30;;Zacharias Wenigl;zacharias_wenigl;Schulmeister;;Verwaltung, Recht & Bildung;;;;;;;Vertzaichnüsz der jungen burger, so disz gantze 1602 jar das burgerrecht bei beeden stetten Khrembs und Stain emfpanngen und an heut dato den 30. Decembris vor der gebreuchigen wahl das jurament gelaist.;ja;
BB-2379;1602-12-30;;Dionisi Hierermair;dionisi_hienermair;;;;;;;;;;;;
BB-2380;1602-12-30;;Christoff Wibmer;christoph_widmer;;;;;;;;;;;;
BB-2381;1602-12-30;;Mört Winnckhler;moert_winckler;;;;;;;;;;;;
BB-2382;1602-12-30;;Gabriel Münsegkher;gabriel_muensegkher;;;;;;;;;;;;
BB-2383;1602-12-30;;Leonhart Heyrasz;leonhard_heyrass;;;;;;;;;;;;
BB-2384;1602-12-30;;Christoff Nothelffer;christoph_nothelffer;;;;;;;;;;;;
BB-2385;1602-12-30;;Khillion Fux;khillion_fux;;;;;;;;;;;;
BB-2386;1602-12-30;;Bartholome Khagerer;bartholome_kagerer;;;;;;;;;;;;
BB-2387;1602-12-30;;Steffan Peckh;stephan_beck;Schneider;;Textil & Bekleidung;;;;;;;;ja;
BB-2388;1602-12-30;;Balthauser Oberegkher;balthasar_oberegkher;;;;;;;;;;;;
BB-2389;1602-12-30;;Mathes Weingartner;matthaeus_weingartner;;;;;;;;;;;;
BB-2390;1602-12-30;;Jacob Palsz;jakob_palss;;;;;;;;;;;;
BB-2391;1602-12-30;;Wolf Englsperger;wolf_eglsperger;;;;;;;;;;;;
BB-2392;1602-12-30;;Niclasz Husz;niklas_huss;;;;;;;;;;;;
BB-2393;1602-12-30;;Leonhardt Lüffer;leonhard_lueffer;;;;;;;;;;;;
BB-2394;1602-12-30;;Peter Hamerschmidt;peter_hamerschmidt;;;;;;;;;;;;
BB-2395;1602-12-30;;Daniel Schlatterer;daniel_schlotterer;;;;;;;;;;;;
BB-2396;1602-12-30;;Thoman Grueber;thomas_grueber;;;;;;;;;;;;
BB-2397;1602-12-30;;Sebastian Strasser;sebastian_strasser;;;;;;;;;;;;
BB-2398;1602-12-30;;Steffan Mayr;stephan_mayr;Seiler;;Transport & Wasserwesen;;;;;;;;ja;
BB-2399;1602-12-30;;Andreas Lengl;andreas_lengl;;;;;;;;;;;;
BB-2400;1602-12-30;;Hannsz Reichl;hans_reichl;;;;;;;;;;;;
BB-2401;1603-01-14;;Anthoni Pusch;anthoni_pusch;;;;;;;;;;;;
BB-2402;1604-02-06;;Balthauser Nußpamber;balthasar_nussbaumer;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2403;1604-02-06;;Christoff Draister;christoph_draister;Zinngießer;;Metall & Waffen;;;;;;;;ja;
BB-2404;1604-03-30;;Mathes Khünig;matthaeus_kuenig;Fleischhacker;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2405;1604-06-01;;Caspar Taller;kaspar_taller;;;;;;;;;;;;
BB-2406;1604-06-25;;Hannß Bersstinger;hans_bersstinger;;;;;;;;;;;;
BB-2407;1604-06-25;;Geörg Tschenneter;georg_tschenneter;;;;;;;;;;;;
BB-2408;1604-09-24;;Geboldt Nadlstumpff;geboldt_nadlstumpff;;;;;;;;;;;;
BB-2409;1604-09-24;;Ludwig Grießlinger;ludwig_griesslinger;;;;;;;;;;;;
BB-2410;1604-11-19;;Johann Weirlpaumb;johann_weirlbaum;;;;;;;;;;;;
BB-2411;1604-11-19;;Peter Perman;peter_perkman;Maurer;;Holz, Bau & Stein;;;;;;;;ja;
BB-2412;1605-12-19;;Erhardt Geßl;erhard_gessl;;;;;;;;;;Verzaichnus der personnen wan heut den 19. [Decembris] 605. den burger aidt gelaist.;;
BB-2413;1605-12-19;;Georg Tschernvueter;georg_tschernvueter;;;;;;;;;;;nein;"Name in der ursprünglichen Quelle selbst mit Fragezeichen versehen (""(Tschernvueter?)"") - der Editor der Diplomarbeit war sich der Lesung nicht sicher. Erscheint zweimal in derselben Liste vom 19.12.1605 (Pos. 1 und 7); könnte dieselbe Person, könnten aber auch zwei unterschiedlich schwer lesbare Namen sein, die zufällig gleich gedeutet wurden."
BB-2414;1605-12-19;;Michel Estm;michael_estm;;;;;;;;;;;;
BB-2415;1605-12-19;;Mathes Steuber;matthaeus_steuber;;;;;;;;;;;;
BB-2416;1605-12-19;;Valt Schmidthueber;valt_schmidthueber;;;;;;;;;;;;
BB-2417;1605-12-19;;Abraham Eickhl;abraham_eckl;;;;;;;;;;;;
BB-2418;1605-12-19;;Veitt Ensteüfundt;veit_ensteuefundt;;;;;;;;;;;;
BB-2419;1605-12-19;;Georg Tschernvueter;georg_tschernvueter;;;;;;;;;;;nein;"Name in der ursprünglichen Quelle selbst mit Fragezeichen versehen (""(Tschernvueter?)"") - der Editor der Diplomarbeit war sich der Lesung nicht sicher. Erscheint zweimal in derselben Liste vom 19.12.1605 (Pos. 1 und 7); könnte dieselbe Person, könnten aber auch zwei unterschiedlich schwer lesbare Namen sein, die zufällig gleich gedeutet wurden."
BB-2420;1605-12-19;;Bartholeme Quatman;bartholomaeus_quatman;;;;;;;;;;;;
BB-2421;1605-12-19;;Veit Eisenhuet;veit_eisenhuet;;;;;;;;;;;;
BB-2422;1606-12-09;;Jacob Geldmayr;jakob_geldmayr;Seiler;;Transport & Wasserwesen;;;;;;;Verzaichnus der personen von heudt, den 9. Decembris a(nno) 606. den burger aydt gelaist.;ja;
BB-2423;1606-12-09;;Hanns Oraing;hans_oraing;;;;;;;;;;;;
BB-2424;1606-12-09;;Sigmund Wendt;sigmund_wendt;;;;;;;;;;;;
BB-2425;1606-12-09;;Christoff Pfliegl;christoph_pfliegl;;;;;;;;;;;;
BB-2426;1606-12-09;;Peter Rüpfordten;peter_ruepfordten;;;;;;;;;;;;
BB-2427;1606-12-09;;Jacob Poreto;jakob_poreto;;;;;;;;;;;;
BB-2428;1606-12-09;;Alexander Truckhenmüllner;alexander_truckenmuellner;;;;;;;;;;;;
BB-2429;1606-12-09;;Loepoldt Pariß;leopold_pariss;;;;;;;;;;;;
BB-2430;1606-12-09;;Hanns Geßlbeckh;hans_gesslbeck;Müller;;Lebensmittelhandwerk;;;;;;;;ja;
BB-2431;1606-12-09;;Wolff Nagl;wolf_nagl;;;;;;;;;;;;
BB-2432;1606-12-09;;Christoff Khulbinger;christoph_kulbinger;;;;;;;;;;;;
BB-2433;1606-12-09;;Sigmundt Poldens;sigmund_poldens;;;;;;;;;;;;
BB-2434;1606-12-09;;Hanns Orttner;hans_ortner;;;;;;;;;;;;
BB-2435;1606-12-09;;Sebastian Solberger;sebastian_solberger;;;;;;;;;;;;
BB-2436;1606-12-09;;Peter Wayrs;peter_wayr;;;;;;;;;;;;
BB-2437;1607-05-08;;Matthias Ring;matthias_ring;Bader;;Gesundheit;;;;;;;;ja;
BB-2438;1607-05-08;;Toman Werttinger;thomas_werttinger;Drechsler;;Holz, Bau & Stein;;;;;;;;ja;
BB-2439;1607-05-08;;Michael Neuchamb;michael_neuchamb;Ziegler;;Holz, Bau & Stein;;;;;;;;ja;
BB-2440;1607-06-18;;Wolff Pfäffinger;wolf_pfaeffinger;;;;;;;;;;;;
BB-2441;1607-07-10;;Christoff Ibser;christoph_ibser;Gastgeb;;Gastgewerbe & Getraenke;;;;;;;;ja;
BB-2442;1607-08-31;;Jonas Khres;jonas_kres;Glaser;;Holz, Bau & Stein;;;;;;;;ja;
BB-2443;1607-08-31;;Caspar Saudtner;kaspar_saudtner;Barbier;;Gesundheit;;;;;;;;ja;
BB-2444;1607-09-10;;Jacob Holl;jakob_holl;Bäcker;ja;Lebensmittelhandwerk;;;;;;;;ja;"Berufsbezeichnung ""Bäcker"" im Quellentext schwer leserlich bzw. Schreibweise/Lesart unsicher."
BB-2445;1607-09-10;;Hanns Liebrich;hans_liebrich;Kramer;;Handel;;;;;;;;ja;
BB-2446;1607-10-31;;Conrat Khrazer;conrat_krazer;Nadler;;Metall & Waffen;;;;;;;;ja;
BB-2447;1607-11-29;;Steffan Benediter;stephan_benediter;Händler;;Handel;;;;;;;;ja;
BB-2448;1607-11-29;;Thoman Neüquam;thomas_neuquam;;;;;;;;;;;;
BB-2449;1607-11-29;;Caspar Wierttenperger;kaspar_wierttenperger;;;;;;;;;;;;
BB-2450;1607-11-29;;Steffan Cäntlpöckh;stephan_caentlpoeck;;;;;;;;;;;;
BB-2451;1607-11-29;;Erhart Pirringer;erhart_pirringer;;;;;;;;;;;;
BB-2452;1607-11-29;;Christoff Prändt;christoph_prandt;;;;;;;;;;;;
BB-2453;1607-11-29;;Erasmus Sailler;erasmus_seiler;;;;;;;;;;;;
BB-2454;1607-11-29;;Abraham Behamb;abraham_behaimb;;;;;;;;;;;;
BB-2455;1608-03-07;;Gotthart Lachenwizer;gotthart_lachenwizer;;;;;;;;;;;;
BB-2456;1608-03-18;;Hanns Falckh;hans_fack;;;;;;;;;;;;
BB-2457;1608-04-25;;Hanns Sieber;hans_siber;;;;;;;;;;;;
BB-2458;1608-05-06;;Wolff Christoff Wöckhl;wolf_christoff_woeckl;;;;;;;;;;;;
BB-2459;1608-06-20;;Niclai Feilings;niclai_feilings;;;;;;;;;;;;
BB-2460;1608-07-18;;Oiwalt Mosmiar;oiwalt_mosmiar;;;;;;;;;;;;
BB-2461;1608-08-25;;Mathesen Khirchmiar;mathesen_kirchmiar;;;;;;;;;;;;
BB-2462;1608-08-25;;Hansen Khundner;hans_kundtner;;;;;;;;;;;;
BB-2463;1608-08-25;;Philip Zanckhner;philip_zanckner;;;;;;;;;;;;
BB-2464;1608-10-03;;Wilibaldt Spiznagl;wilibald_spiznagl;;;;;;;;;;;;
BB-2465;1609-01-02;;Jacoben Schönni;jacob_schoenni;Rauchfangkehrer;;Sonstige Dienstleistungen;;;;;;;Verzaichnuß derer burger, so diß aintausent sechßhundert neundten jarß bey der statt Khrembs burger worden, auch welchen tag dieselben daß burgerrecht empfangen haben. Den anderten Januari A. 609;ja;
BB-2466;1609-05-15;;Thoman Zunckhman;thomas_zunckman;Steinmetz;;Holz, Bau & Stein;;;;;;;;ja;
BB-2467;1609-06-12;;Georg Rosenberger;georg_rosenberger;Leineweber;;Textil & Bekleidung;;;;;;;;ja;
BB-2468;1609-11-27;;Abrahamb Fränzl;abraham_fraenzl;;;;;;;;;;;;
BB-2469;1609-12-08;;Wolff Obinger;wolf_obinger;;;;;;;;;;;;
BB-2470;1610-02-05;;Hannsz Khölbl;hans_koelbl;Maler;;Kunst, Musik & Unterhaltung;;;;;;;;ja;
BB-2471;1610-05-21;;Franz Preinvolckh;franz_preinvolck;;;;;;;;;;;;
BB-2472;1610-07-16;;Caspar Moriz;kaspar_moriz;Maurer;;Holz, Bau & Stein;;;;;;;;ja;
BB-2473;1610-09-03;;Wenzl Tschinägg;wenzl_tschinaegg;;;;;;;;;;;;
BB-2474;1610-11-12;;Steffan Amerel;stephan_amerel;;;;Hannß Waßley, Tobiaß Franz.;hans_wassley|tobiass_franz;;;;;;;
BB-2475;1610-11-12;;Peter Lindemayr;peter_lindemayr;;;;Geörgen Khöpl, Abrahamb Peer.;geoergen_koepl|abraham_peer;;;;;;;
BB-2476;1610-12-31;;Adam Scharer;adam_scharer;;;;Carl (Steubnnwegg?), Sebastian Rosenhamer.;karl_stubenweg|sebastian_rosenhamer;;;;;;;
BB-2477;1610-01-22;;Adam Hoffmann;adam_hoffman;;;;;;;;;;;;
BB-2478;1610-03-12;;Benedict Müeszganng;benedikt_mueessgang;;;;;;;;;;;;
BB-2479;1611-01-14;;Leonhardt Priewanng;leonhard_priewang;Hauer;;Landwirtschaft & Weinbau;;;;;;;;ja;
